500
1		1		2
2		2		3
3		3		4
4		4		5
5		5		6
6		6		7
7		7		8
8		8		9
9		9		10
10		10		11
11		11		12
12		12		13
13		13		14
14		14		15
15		15		16
16		16		17
17		17		18
18		18		19
19		19		20
20		20		21
21		21		22
22		22		23
23		23		24
24		24		25
25		25		26
26		26		27
27		27		28
28		28		29
29		29		30
30		30		31
31		31		32
32		32		33
33		33		34
34		34		35
35		35		36
36		36		37
37		37		38
38		38		39
39		39		40
40		40		41
41		41		42
42		42		43
43		43		44
44		44		45
45		45		46
46		46		47
47		47		48
48		48		49
49		49		50
50		50		51
51		51		52
52		52		53
53		53		54
54		54		55
55		55		56
56		56		57
57		57		58
58		58		59
59		59		60
60		60		61
61		61		62
62		62		63
63		63		64
64		64		65
65		65		66
66		66		67
67		67		68
68		68		69
69		69		70
70		70		71
71		71		72
72		72		73
73		73		74
74		74		75
75		75		76
76		76		77
77		77		78
78		78		79
79		79		80
80		80		81
81		81		82
82		82		83
83		83		84
84		84		85
85		85		86
86		86		87
87		87		88
88		88		89
89		89		90
90		90		91
91		91		92
92		92		93
93		93		94
94		94		95
95		95		96
96		96		97
97		97		98
98		98		99
99		99		100
100		100		101
101		101		102
102		102		103
103		103		104
104		104		105
105		105		106
106		106		107
107		107		108
108		108		109
109		109		110
110		110		111
111		111		112
112		112		113
113		113		114
114		114		115
115		115		116
116		116		117
117		117		118
118		118		119
119		119		120
120		120		121
121		121		122
122		122		123
123		123		124
124		124		125
125		125		126
126		126		127
127		127		128
128		128		129
129		129		130
130		130		131
131		131		132
132		132		133
133		133		134
134		134		135
135		135		136
136		136		137
137		137		138
138		138		139
139		139		140
140		140		141
141		141		142
142		142		143
143		143		144
144		144		145
145		145		146
146		146		147
147		147		148
148		148		149
149		149		150
150		150		151
151		151		152
152		152		153
153		153		154
154		154		155
155		155		156
156		156		157
157		157		158
158		158		159
159		159		160
160		160		161
161		161		162
162		162		163
163		163		164
164		164		165
165		165		166
166		166		167
167		167		168
168		168		169
169		169		170
170		170		171
171		171		172
172		172		173
173		111		89
174		134		148
175		22		80
176		25		167
177		56		30
178		132		115
179		101		3
180		163		148
181		50		58
182		34		52
183		158		166
184		34		70
185		163		15
186		55		42
187		14		110
188		52		54
189		75		65
190		108		159
191		132		116
192		42		164
193		83		65
194		127		157
195		144		166
196		13		167
197		83		81
198		46		69
199		161		32
200		52		126
201		44		32
202		53		45
203		12		24
204		75		61
205		19		150
206		79		19
207		100		166
208		62		90
209		9		162
210		123		41
211		161		163
212		55		78
213		66		160
214		95		37
215		27		116
216		98		96
217		169		126
218		9		106
219		163		98
220		21		126
221		173		132
222		148		23
223		110		21
224		12		61
225		142		159
226		52		9
227		113		64
228		58		61
229		67		87
230		24		146
231		26		69
232		5		169
233		69		102
234		88		48
235		148		170
236		98		19
237		160		82
238		31		85
239		78		100
240		58		46
241		66		27
242		48		130
243		162		52
244		92		100
245		171		167
246		146		149
247		132		109
248		81		86
249		22		149
250		19		92
251		143		158
252		78		161
253		36		171
254		43		25
255		81		167
256		9		8
257		171		81
258		172		112
259		18		62
260		64		4
261		77		99
262		77		101
263		34		17
264		101		78
265		106		127
266		143		94
267		111		148
268		160		23
269		5		9
270		31		68
271		129		170
272		143		85
273		122		33
274		20		31
275		75		151
276		171		159
277		124		157
278		32		99
279		63		84
280		70		115
281		146		108
282		85		25
283		173		15
284		141		22
285		159		105
286		94		173
287		161		83
288		5		119
289		125		156
290		92		66
291		157		51
292		7		75
293		109		165
294		95		68
295		77		23
296		165		65
297		67		90
298		62		168
299		158		112
300		23		9
301		106		83
302		125		103
303		79		136
304		9		98
305		1		75
306		96		95
307		39		146
308		137		91
309		56		62
310		43		113
311		130		4
312		24		70
313		100		112
314		157		128
315		61		114
316		129		40
317		12		52
318		98		54
319		3		57
320		151		120
321		26		18
322		66		38
323		17		72
324		84		13
325		156		5
326		82		41
327		134		167
328		162		101
329		7		52
330		166		145
331		23		144
332		71		160
333		135		122
334		44		115
335		43		76
336		141		55
337		86		37
338		131		61
339		127		128
340		160		37
341		68		162
342		72		142
343		95		18
344		138		68
345		73		169
346		161		30
347		12		43
348		162		50
349		56		131
350		74		121
351		125		81
352		107		114
353		85		141
354		160		136
355		113		132
356		54		162
357		152		29
358		4		114
359		37		102
360		52		160
361		63		133
362		79		34
363		64		69
364		123		110
365		31		112
366		98		63
367		21		23
368		118		80
369		52		118
370		146		164
371		114		56
372		67		169
373		169		41
374		168		98
375		149		99
376		12		3
377		135		166
378		27		48
379		47		77
380		68		152
381		130		104
382		110		31
383		122		11
384		111		133
385		116		101
386		104		137
387		26		7
388		125		153
389		82		111
390		168		37
391		106		71
392		162		120
393		51		157
394		131		45
395		165		131
396		153		51
397		120		17
398		164		12
399		5		123
400		21		171
401		10		129
402		19		171
403		109		85
404		64		70
405		47		119
406		38		104
407		164		25
408		59		142
409		4		29
410		63		47
411		116		120
412		100		87
413		78		48
414		50		98
415		156		66
416		139		30
417		171		110
418		12		71
419		78		99
420		116		11
421		97		92
422		35		149
423		50		32
424		2		5
425		94		149
426		8		144
427		27		109
428		141		115
429		11		110
430		57		25
431		100		103
432		118		100
433		112		163
434		22		137
435		151		33
436		68		10
437		43		86
438		115		42
439		146		55
440		147		152
441		24		51
442		114		26
443		43		40
444		105		2
445		40		168
446		36		155
447		39		120
448		107		76
449		136		141
450		62		124
451		53		28
452		7		56
453		110		151
454		65		118
455		154		21
456		50		146
457		157		123
458		142		169
459		105		94
460		100		94
461		79		67
462		112		113
463		22		3
464		137		66
465		159		135
466		148		58
467		82		158
468		58		91
469		25		141
470		11		50
471		147		36
472		68		11
473		113		17
474		154		166
475		61		2
476		44		90
477		17		141
478		37		35
479		70		157
480		17		80
481		6		12
482		12		5
483		133		104
484		79		62
485		97		130
486		3		114
487		81		88
488		138		12
489		86		14
490		7		154
491		125		31
492		121		116
493		7		69
494		15		24
495		106		101
496		129		106
497		23		148
498		166		118
499		50		128
500		7		38
