1000
1		1		2
2		2		3
3		3		4
4		4		5
5		5		6
6		6		7
7		7		8
8		8		9
9		9		10
10		10		11
11		11		12
12		12		13
13		13		14
14		14		15
15		15		16
16		16		17
17		17		18
18		18		19
19		19		20
20		20		21
21		21		22
22		22		23
23		23		24
24		24		25
25		25		26
26		26		27
27		27		28
28		28		29
29		29		30
30		30		31
31		31		32
32		32		33
33		33		34
34		34		35
35		35		36
36		36		37
37		37		38
38		38		39
39		39		40
40		40		41
41		41		42
42		42		43
43		43		44
44		44		45
45		45		46
46		46		47
47		47		48
48		48		49
49		49		50
50		50		51
51		51		52
52		52		53
53		53		54
54		54		55
55		55		56
56		56		57
57		57		58
58		58		59
59		59		60
60		60		61
61		61		62
62		62		63
63		63		64
64		64		65
65		65		66
66		66		67
67		67		68
68		68		69
69		69		70
70		70		71
71		71		72
72		72		73
73		73		74
74		74		75
75		75		76
76		76		77
77		77		78
78		78		79
79		79		80
80		80		81
81		81		82
82		82		83
83		83		84
84		84		85
85		85		86
86		86		87
87		87		88
88		88		89
89		89		90
90		90		91
91		91		92
92		92		93
93		93		94
94		94		95
95		95		96
96		96		97
97		97		98
98		98		99
99		99		100
100		100		101
101		101		102
102		102		103
103		103		104
104		104		105
105		105		106
106		106		107
107		107		108
108		108		109
109		109		110
110		110		111
111		111		112
112		112		113
113		113		114
114		114		115
115		115		116
116		116		117
117		117		118
118		118		119
119		119		120
120		120		121
121		121		122
122		122		123
123		123		124
124		124		125
125		125		126
126		126		127
127		127		128
128		128		129
129		129		130
130		130		131
131		131		132
132		132		133
133		133		134
134		134		135
135		135		136
136		136		137
137		137		138
138		138		139
139		139		140
140		140		141
141		141		142
142		142		143
143		143		144
144		144		145
145		145		146
146		146		147
147		147		148
148		148		149
149		149		150
150		150		151
151		151		152
152		152		153
153		153		154
154		154		155
155		155		156
156		156		157
157		157		158
158		158		159
159		159		160
160		160		161
161		161		162
162		162		163
163		163		164
164		164		165
165		165		166
166		166		167
167		167		168
168		168		169
169		169		170
170		170		171
171		171		172
172		172		173
173		173		174
174		174		175
175		175		176
176		176		177
177		177		178
178		178		179
179		179		180
180		180		181
181		181		182
182		182		183
183		183		184
184		184		185
185		185		186
186		186		187
187		187		188
188		188		189
189		189		190
190		190		191
191		191		192
192		192		193
193		193		194
194		194		195
195		195		196
196		196		197
197		197		198
198		198		199
199		199		200
200		200		201
201		201		202
202		202		203
203		203		204
204		204		205
205		205		206
206		206		207
207		207		208
208		208		209
209		209		210
210		210		211
211		211		212
212		212		213
213		213		214
214		214		215
215		215		216
216		216		217
217		217		218
218		218		219
219		219		220
220		220		221
221		221		222
222		222		223
223		223		224
224		224		225
225		225		226
226		226		227
227		227		228
228		228		229
229		229		230
230		230		231
231		231		232
232		232		233
233		233		234
234		234		235
235		235		236
236		236		237
237		237		238
238		238		239
239		239		240
240		240		241
241		241		242
242		242		243
243		243		244
244		244		245
245		245		246
246		246		247
247		247		248
248		248		249
249		249		250
250		250		251
251		251		252
252		252		253
253		253		254
254		254		255
255		255		256
256		256		257
257		257		258
258		258		259
259		259		260
260		260		261
261		261		262
262		262		263
263		263		264
264		264		265
265		265		266
266		266		267
267		267		268
268		268		269
269		269		270
270		270		271
271		271		272
272		272		273
273		273		274
274		274		275
275		275		276
276		276		277
277		277		278
278		278		279
279		279		280
280		280		281
281		281		282
282		282		283
283		283		284
284		284		285
285		285		286
286		286		287
287		287		288
288		288		289
289		289		290
290		290		291
291		291		292
292		292		293
293		293		294
294		294		295
295		295		296
296		296		297
297		297		298
298		298		299
299		299		300
300		300		301
301		301		302
302		302		303
303		303		304
304		304		305
305		305		306
306		306		307
307		307		308
308		308		309
309		309		310
310		310		311
311		311		312
312		312		313
313		313		314
314		314		315
315		315		316
316		316		317
317		317		318
318		318		319
319		319		320
320		320		321
321		321		322
322		322		323
323		323		324
324		324		325
325		325		326
326		326		327
327		327		328
328		328		329
329		329		330
330		330		331
331		331		332
332		332		333
333		333		334
334		334		335
335		335		336
336		336		337
337		337		338
338		338		339
339		339		340
340		340		341
341		341		342
342		342		343
343		343		344
344		344		345
345		345		346
346		346		347
347		347		348
348		348		349
349		349		350
350		350		351
351		351		352
352		352		353
353		353		354
354		354		355
355		355		356
356		356		357
357		357		358
358		358		359
359		359		360
360		360		361
361		361		362
362		362		363
363		363		364
364		364		365
365		365		366
366		366		367
367		367		368
368		368		369
369		369		370
370		370		371
371		371		372
372		372		373
373		373		374
374		374		375
375		375		376
376		376		377
377		377		378
378		378		379
379		379		380
380		380		381
381		381		382
382		382		383
383		383		384
384		384		385
385		385		386
386		386		387
387		387		388
388		388		389
389		389		390
390		390		391
391		391		392
392		392		393
393		393		394
394		394		395
395		395		396
396		396		397
397		397		398
398		398		399
399		399		400
400		400		401
401		401		402
402		402		403
403		403		404
404		404		405
405		405		406
406		406		407
407		407		408
408		408		409
409		409		410
410		410		411
411		411		412
412		412		413
413		413		414
414		414		415
415		415		416
416		222		201
417		372		81
418		37		11
419		125		302
420		351		67
421		163		13
422		195		42
423		396		109
424		258		85
425		221		105
426		244		277
427		367		416
428		257		210
429		191		5
430		174		92
431		369		340
432		64		331
433		158		55
434		391		350
435		208		265
436		76		15
437		136		251
438		145		94
439		12		93
440		278		381
441		46		290
442		44		91
443		29		391
444		143		304
445		31		404
446		413		70
447		102		375
448		78		57
449		249		318
450		287		315
451		105		109
452		113		219
453		206		410
454		231		75
455		196		212
456		309		17
457		301		106
458		261		334
459		281		17
460		51		194
461		18		300
462		15		281
463		268		157
464		89		219
465		241		56
466		126		223
467		287		322
468		94		128
469		164		401
470		112		69
471		163		53
472		413		353
473		221		268
474		252		109
475		43		161
476		137		46
477		64		113
478		58		67
479		398		385
480		391		365
481		287		125
482		188		29
483		187		215
484		172		121
485		78		25
486		208		283
487		371		382
488		78		31
489		93		78
490		87		123
491		92		85
492		244		271
493		34		95
494		112		350
495		2		130
496		100		292
497		33		19
498		250		160
499		267		207
500		221		368
501		91		337
502		95		29
503		25		258
504		369		310
505		236		263
506		217		233
507		179		197
508		6		21
509		6		78
510		6		164
511		299		239
512		187		27
513		141		360
514		131		361
515		24		61
516		408		215
517		308		123
518		327		139
519		110		75
520		348		110
521		92		111
522		410		17
523		10		341
524		289		371
525		215		170
526		43		372
527		223		191
528		376		328
529		189		72
530		350		311
531		262		130
532		192		168
533		378		386
534		201		66
535		279		132
536		271		306
537		327		103
538		43		272
539		316		262
540		167		114
541		272		298
542		65		404
543		18		46
544		300		377
545		403		321
546		384		352
547		62		216
548		339		231
549		14		198
550		210		95
551		6		140
552		301		228
553		47		88
554		157		45
555		289		182
556		242		393
557		147		271
558		292		104
559		368		5
560		357		152
561		179		242
562		363		224
563		92		190
564		61		24
565		28		151
566		14		319
567		264		80
568		160		84
569		356		42
570		214		7
571		120		224
572		239		291
573		10		369
574		178		1
575		376		69
576		158		410
577		23		251
578		374		6
579		201		311
580		66		240
581		143		72
582		268		140
583		305		333
584		136		158
585		118		114
586		359		108
587		300		362
588		42		7
589		178		366
590		288		36
591		228		227
592		6		273
593		278		57
594		277		310
595		24		388
596		318		53
597		242		192
598		383		367
599		379		252
600		110		122
601		136		352
602		48		245
603		205		60
604		409		398
605		331		324
606		121		50
607		215		320
608		393		332
609		370		107
610		54		97
611		117		304
612		392		41
613		49		318
614		150		17
615		392		163
616		353		103
617		371		116
618		105		206
619		106		87
620		51		123
621		81		245
622		187		369
623		274		21
624		347		24
625		228		218
626		249		407
627		268		224
628		343		210
629		169		373
630		206		279
631		329		145
632		347		197
633		170		94
634		308		129
635		375		289
636		304		385
637		63		233
638		41		12
639		52		159
640		54		114
641		158		400
642		22		307
643		9		72
644		27		216
645		315		197
646		114		279
647		371		157
648		205		89
649		268		265
650		405		239
651		373		362
652		333		203
653		213		363
654		154		397
655		320		404
656		249		280
657		393		116
658		302		412
659		52		371
660		182		96
661		140		292
662		292		5
663		280		276
664		117		17
665		313		38
666		406		268
667		363		323
668		351		112
669		236		214
670		152		9
671		327		387
672		46		133
673		339		136
674		384		283
675		88		258
676		283		273
677		166		304
678		16		139
679		202		313
680		186		242
681		166		144
682		230		193
683		254		358
684		142		173
685		191		65
686		397		261
687		91		288
688		349		3
689		345		34
690		86		24
691		197		254
692		9		330
693		123		154
694		10		357
695		116		301
696		277		97
697		183		187
698		48		161
699		140		236
700		398		244
701		28		22
702		216		58
703		345		334
704		143		273
705		147		45
706		271		68
707		204		195
708		110		289
709		228		42
710		399		126
711		396		285
712		313		359
713		111		362
714		126		328
715		239		366
716		76		376
717		308		42
718		186		401
719		93		370
720		276		396
721		217		391
722		111		89
723		271		218
724		336		252
725		219		201
726		251		131
727		184		198
728		381		306
729		185		44
730		349		341
731		299		264
732		334		253
733		347		355
734		250		81
735		9		66
736		327		130
737		202		153
738		88		329
739		45		384
740		240		248
741		356		22
742		327		376
743		225		80
744		40		223
745		266		211
746		27		202
747		131		237
748		186		299
749		335		153
750		170		112
751		395		263
752		232		345
753		269		44
754		225		141
755		295		335
756		108		331
757		286		191
758		395		196
759		394		147
760		331		383
761		200		203
762		21		302
763		288		230
764		413		275
765		263		196
766		220		49
