100
1		1		2
2		2		3
3		3		4
4		4		5
5		5		6
6		6		7
7		7		8
8		8		9
9		9		10
10		10		11
11		11		12
12		12		13
13		13		14
14		14		15
15		15		16
16		16		17
17		17		18
18		18		19
19		19		20
20		20		21
21		21		22
22		22		23
23		23		24
24		24		25
25		25		26
26		26		27
27		27		28
28		28		29
29		29		30
30		30		31
31		31		32
32		32		33
33		33		34
34		34		35
35		35		36
36		36		37
37		37		38
38		38		39
39		39		40
40		40		41
41		41		42
42		42		43
43		43		44
44		44		45
45		41		3
46		41		29
47		22		2
48		24		16
49		28		39
50		1		40
51		29		41
52		31		40
53		14		4
54		8		37
55		7		18
56		8		10
57		43		4
58		45		40
59		29		15
60		11		25
61		45		44
62		20		36
63		38		19
64		22		6
65		30		36
66		31		26
67		8		44
68		15		2
69		16		28
70		1		4
71		44		5
72		44		20
73		41		37
74		43		5
75		2		5
76		43		45
77		12		1
78		35		37
79		21		27
80		35		26
81		40		6
82		24		3
83		26		24
84		3		23
85		32		42
86		2		3
87		43		27
88		29		18
89		22		4
90		27		39
91		40		20
92		35		36
93		38		39
94		42		27
95		17		37
96		21		38
97		38		39
98		45		10
99		34		12
100		30		18
